53,53,buyer53,Buyer,467.50,2026-05-01 20:29:00
54,54,buyer54,Buyer,445.00,2026-05-01 20:42:00
55,55,buyer55,Buyer,482.50,2026-05-01 20:55:00
56,56,buyer56,Buyer,515.00,2026-05-01 21:08:00
57,57,buyer57,Buyer,467.50,2026-05-01 21:21:00
58,58,buyer58,Buyer,475.00,2026-05-01 21:34:00
59,59,buyer59,Buyer,492.50,2026-05-01 21:47:00
60,60,buyer60,Buyer,500.00,2026-05-01 22:00:00
61,61,buyer61,Buyer,497.50,2026-05-01 22:13:00
62,62,buyer62,Buyer,505.00,2026-05-01 22:26:00
63,63,buyer63,Buyer,502.50,2026-05-01 22:39:00
64,64,buyer64,Buyer,575.00,2026-05-01 22:52:00
65,65,buyer65,Buyer,527.50,2026-05-01 23:05:00
66,66,buyer66,Buyer,590.00,2026-05-01 23:18:00
67,67,buyer67,Buyer,597.50,2026-05-01 23:31:00
68,68,buyer68,Buyer,560.00,2026-05-01 23:44:00
69,69,buyer69,Buyer,557.50,2026-05-01 23:57:00
70,70,buyer70,Buyer,595.00,2026-05-02 00:10:00
71,71,buyer1,Buyer,627.50,2026-05-02 00:23:00
72,72,buyer2,Buyer,580.00,2026-05-02 00:36:00
73,73,buyer3,Buyer,577.50,2026-05-02 00:49:00
74,74,buyer4,Buyer,605.00,2026-05-02 01:02:00
75,75,buyer5,Buyer,612.50,2026-05-02 01:15:00
76,76,buyer6,Buyer,610.00,2026-05-02 01:28:00
77,77,buyer7,Buyer,607.50,2026-05-02 01:41:00
78,78,buyer8,Buyer,680.00,2026-05-02 01:54:00
79,79,buyer9,Buyer,642.50,2026-05-02 02:07:00
80,80,buyer10,Buyer,670.00,2026-05-02 02:20:00
81,81,buyer11,Buyer,702.50,2026-05-02 02:33:00
82,82,buyer12,Buyer,665.00,2026-05-02 02:46:00
83,83,buyer13,Buyer,692.50,2026-05-02 02:59:00
84,84,buyer14,Buyer,660.00,2026-05-02 03:12:00
85,85,buyer15,Buyer,677.50,2026-05-02 03:25:00
86,86,buyer16,Buyer,715.00,2026-05-02 03:38:00
87,87,buyer17,Buyer,692.50,2026-05-02 03:51:00
88,88,buyer18,Buyer,710.00,2026-05-02 04:04:00
89,89,buyer19,Buyer,737.50,2026-05-02 04:17:00
90,90,buyer20,Buyer,715.00,2026-05-02 04:30:00
91,91,buyer21,Buyer,712.50,2026-05-02 04:43:00
92,92,buyer22,Buyer,720.00,2026-05-02 04:56:00
93,93,buyer23,Buyer,792.50,2026-05-02 05:09:00
94,94,buyer24,Buyer,735.00,2026-05-02 05:22:00
95,95,buyer25,Buyer,782.50,2026-05-02 05:35:00
96,96,buyer26,Buyer,770.00,2026-05-02 05:48:00
97,97,buyer27,Buyer,757.50,2026-05-02 06:01:00
98,98,buyer28,Buyer,805.00,2026-05-02 06:14:00
99,99,buyer29,Buyer,812.50,2026-05-02 06:27:00
100,100,buyer30,Buyer,800.00,2026-05-02 06:40:00
